NACA#,Camber (%),Camber Position (x/c),Thickness (%),Re,Mach,Alpha,CL,CD,CM
naca0612,0.0,0.6,12.0,200000,0.25,3,0.4657,0.01147,-0.0181
naca0612,0.0,0.6,12.0,200000,0.25,4,0.5567,0.0123,-0.014
naca0612,0.0,0.6,12.0,200000,0.25,5,0.6405,0.01386,-0.0085
naca0612,0.0,0.6,12.0,200000,0.25,6,0.7776,0.01627,-0.0129
naca0612,0.0,0.6,12.0,200000,0.25,7,0.794,0.01919,0.0058
naca0612,0.0,0.6,12.0,200000,0.25,8,0.8719,0.02302,0.0128
naca0612,0.0,0.6,12.0,200000,0.3,0,-0.0,0.01017,0.0
naca0612,0.0,0.6,12.0,200000,0.3,1,0.1357,0.01045,0.0006
naca0612,0.0,0.6,12.0,200000,0.3,2,0.3077,0.01105,-0.0082
naca0612,0.0,0.6,12.0,200000,0.3,3,0.475,0.01168,-0.0182
naca0612,0.0,0.6,12.0,200000,0.3,4,0.5666,0.01256,-0.0138
naca0612,0.0,0.6,12.0,200000,0.3,5,0.6505,0.01424,-0.0077
naca0612,0.0,0.6,12.0,200000,0.3,6,0.7269,0.01684,-0.0001
naca0612,0.0,0.6,12.0,200000,0.3,7,0.803,0.01996,0.0079
naca0612,0.0,0.6,12.0,200000,0.3,8,0.8819,0.02405,0.0153
naca0612,0.0,0.6,12.0,300000,0.1,0,-0.0,0.0077,0.0
naca0612,0.0,0.6,12.0,300000,0.1,1,0.1058,0.008,0.0041
naca0612,0.0,0.6,12.0,300000,0.1,2,0.2412,0.00878,0.0011
naca0612,0.0,0.6,12.0,300000,0.1,3,0.3981,0.00968,-0.0079
naca0612,0.0,0.6,12.0,300000,0.1,4,0.5419,0.01062,-0.0154
naca0612,0.0,0.6,12.0,300000,0.1,5,0.6296,0.0118,-0.0116
naca0612,0.0,0.6,12.0,300000,0.1,6,0.7111,0.01355,-0.0065
naca0612,0.0,0.6,12.0,300000,0.1,7,0.7919,0.01555,-0.0008
naca0612,0.0,0.6,12.0,300000,0.1,8,0.866,0.01805,0.0057
naca0612,0.0,0.6,12.0,300000,0.15,0,-0.0,0.00772,0.0
naca0612,0.0,0.6,12.0,300000,0.15,1,0.1075,0.00804,0.004
naca0612,0.0,0.6,12.0,300000,0.15,2,0.2409,0.00882,0.0016
naca0612,0.0,0.6,12.0,300000,0.15,3,0.3989,0.00973,-0.0074
naca0612,0.0,0.6,12.0,300000,0.15,4,0.5462,0.01073,-0.0154
naca0612,0.0,0.6,12.0,300000,0.15,5,0.6341,0.01194,-0.0114
naca0612,0.0,0.6,12.0,300000,0.15,6,0.7161,0.01368,-0.0061
naca0612,0.0,0.6,12.0,300000,0.15,7,0.8602,0.01421,-0.0087
naca0612,0.0,0.6,12.0,300000,0.15,8,1.1734,0.01735,-0.0508
naca0612,0.0,0.6,12.0,300000,0.2,0,-0.0,0.00774,0.0
naca0612,0.0,0.6,12.0,300000,0.2,1,0.1086,0.00807,0.0041
naca0612,0.0,0.6,12.0,300000,0.2,2,0.2406,0.00886,0.0023
naca0612,0.0,0.6,12.0,300000,0.2,3,0.3998,0.00982,-0.0066
naca0612,0.0,0.6,12.0,300000,0.2,4,0.5526,0.01086,-0.0154
naca0612,0.0,0.6,12.0,300000,0.2,5,0.6406,0.01213,-0.0112
naca0612,0.0,0.6,12.0,300000,0.2,6,0.7226,0.01393,-0.0054
naca0612,0.0,0.6,12.0,300000,0.2,7,0.8011,0.01608,0.0012
naca0612,0.0,0.6,12.0,300000,0.2,8,0.8772,0.01875,0.0083
naca0612,0.0,0.6,12.0,300000,0.25,0,-0.0,0.00778,0.0
naca0612,0.0,0.6,12.0,300000,0.25,1,0.1093,0.00811,0.0043
naca0612,0.0,0.6,12.0,300000,0.25,2,0.2399,0.00893,0.0033
naca0612,0.0,0.6,12.0,300000,0.25,3,0.4012,0.00992,-0.0056
naca0612,0.0,0.6,12.0,300000,0.25,4,0.5609,0.01104,-0.0153
naca0612,0.0,0.6,12.0,300000,0.25,5,0.6493,0.01238,-0.0107
naca0612,0.0,0.6,12.0,300000,0.25,6,0.7311,0.01427,-0.0045
naca0612,0.0,0.6,12.0,300000,0.25,7,0.8075,0.01669,0.003
naca0612,0.0,0.6,12.0,300000,0.25,8,0.8848,0.01938,0.0104
naca0612,0.0,0.6,12.0,300000,0.3,0,-0.0,0.00784,0.0
naca0612,0.0,0.6,12.0,300000,0.3,1,0.1092,0.00816,0.0047
naca0612,0.0,0.6,12.0,300000,0.3,2,0.2389,0.00899,0.0045
naca0612,0.0,0.6,12.0,300000,0.3,3,0.4054,0.01005,-0.0049
naca0612,0.0,0.6,12.0,300000,0.3,4,0.5715,0.01128,-0.0152
naca0612,0.0,0.6,12.0,300000,0.3,5,0.6601,0.01272,-0.0102
naca0612,0.0,0.6,12.0,300000,0.3,6,0.7825,0.01444,-0.0096
naca0612,0.0,0.6,12.0,300000,0.3,7,0.8186,0.01718,0.005
naca0612,0.0,0.6,12.0,300000,0.3,8,1.0908,0.01599,-0.0189
naca0612,0.0,0.6,12.0,400000,0.1,0,-0.0,0.0067,0.0
naca0612,0.0,0.6,12.0,400000,0.1,1,0.1036,0.00696,0.0038
naca0612,0.0,0.6,12.0,400000,0.1,2,0.2162,0.00766,0.0054
naca0612,0.0,0.6,12.0,400000,0.1,3,0.3581,0.00862,-0.0003
naca0612,0.0,0.6,12.0,400000,0.1,4,0.5103,0.00976,-0.0092
naca0612,0.0,0.6,12.0,400000,0.1,5,0.6355,0.01102,-0.0131
naca0612,0.0,0.6,12.0,400000,0.1,6,0.7194,0.0125,-0.0083
naca0612,0.0,0.6,12.0,400000,0.1,7,0.8024,0.01418,-0.003
naca0612,0.0,0.6,12.0,400000,0.1,8,0.8781,0.01631,0.0035
naca0612,0.0,0.6,12.0,400000,0.15,0,-0.0,0.00672,0.0
naca0612,0.0,0.6,12.0,400000,0.15,1,0.1042,0.00698,0.0039
naca0612,0.0,0.6,12.0,400000,0.15,2,0.2171,0.00768,0.0056
naca0612,0.0,0.6,12.0,400000,0.15,3,0.359,0.00867,0.0001
naca0612,0.0,0.6,12.0,400000,0.15,4,0.5129,0.00982,-0.0089
naca0612,0.0,0.6,12.0,400000,0.15,5,0.6402,0.01116,-0.013
naca0612,0.0,0.6,12.0,400000,0.15,6,0.7246,0.01262,-0.008
naca0612,0.0,0.6,12.0,400000,0.15,7,0.8115,0.01397,-0.0024
naca0612,0.0,0.6,12.0,400000,0.15,8,0.8835,0.01652,0.0044
naca0612,0.0,0.6,12.0,400000,0.2,0,-0.0,0.00677,0.0
naca0612,0.0,0.6,12.0,400000,0.2,1,0.1049,0.00703,0.004
naca0612,0.0,0.6,12.0,400000,0.2,2,0.2181,0.00772,0.006
naca0612,0.0,0.6,12.0,400000,0.2,3,0.3603,0.00872,0.0008
naca0612,0.0,0.6,12.0,400000,0.2,4,0.5164,0.00993,-0.0083
naca0612,0.0,0.6,12.0,400000,0.2,5,0.6472,0.01131,-0.0127
naca0612,0.0,0.6,12.0,400000,0.2,6,0.7314,0.01285,-0.0074
naca0612,0.0,0.6,12.0,400000,0.2,7,0.8127,0.01462,-0.001
naca0612,0.0,0.6,12.0,400000,0.2,8,0.8907,0.01686,0.0059
naca0612,0.0,0.6,12.0,400000,0.25,0,-0.0,0.00683,0.0
naca0612,0.0,0.6,12.0,400000,0.25,1,0.1066,0.00708,0.004
naca0612,0.0,0.6,12.0,400000,0.25,2,0.2579,0.00756,-0.0018
naca0612,0.0,0.6,12.0,400000,0.25,3,0.3617,0.00881,0.0017
naca0612,0.0,0.6,12.0,400000,0.25,4,0.521,0.01005,-0.0075
naca0612,0.0,0.6,12.0,400000,0.25,5,0.6564,0.01153,-0.0124
naca0612,0.0,0.6,12.0,400000,0.25,6,0.741,0.01312,-0.0066
naca0612,0.0,0.6,12.0,400000,0.25,7,1.0804,0.01299,-0.0795
naca0612,0.0,0.6,12.0,400000,0.25,8,0.8994,0.01735,0.0079
naca0612,0.0,0.6,12.0,400000,0.3,0,-0.0,0.00691,0.0
naca0612,0.0,0.6,12.0,400000,0.3,1,0.1082,0.00716,0.0041
naca0612,0.0,0.6,12.0,400000,0.3,2,0.2212,0.00786,0.007
naca0612,0.0,0.6,12.0,400000,0.3,3,0.3633,0.00892,0.003
naca0612,0.0,0.6,12.0,400000,0.3,4,0.5268,0.01022,-0.0065
naca0612,0.0,0.6,12.0,400000,0.3,5,0.668,0.01182,-0.0119
naca0612,0.0,0.6,12.0,400000,0.3,6,0.7524,0.0135,-0.0054
naca0612,0.0,0.6,12.0,400000,0.3,7,0.832,0.01556,0.0025
naca0612,0.0,0.6,12.0,400000,0.3,8,0.9707,0.02348,-0.0055
naca0612,0.0,0.6,12.0,500000,0.1,0,-0.0,0.0062,0.0
naca0612,0.0,0.6,12.0,500000,0.1,1,0.104,0.0064,0.0032
naca0612,0.0,0.6,12.0,500000,0.1,2,0.21,0.00699,0.0059
naca0612,0.0,0.6,12.0,500000,0.1,3,0.3313,0.00788,0.0048
naca0612,0.0,0.6,12.0,500000,0.1,4,0.4815,0.00905,-0.0036
naca0612,0.0,0.6,12.0,500000,0.1,5,0.6301,0.01044,-0.0121
naca0612,0.0,0.6,12.0,500000,0.1,6,0.7256,0.01181,-0.0097
naca0612,0.0,0.6,12.0,500000,0.1,7,0.808,0.01328,-0.0042
naca0612,0.0,0.6,12.0,500000,0.1,8,1.4333,0.01388,-0.1075
naca0612,0.0,0.6,12.0,500000,0.15,0,-0.0,0.00622,0.0
naca0612,0.0,0.6,12.0,500000,0.15,1,0.1048,0.00643,0.0032
naca0612,0.0,0.6,12.0,500000,0.15,2,0.2114,0.00702,0.006
naca0612,0.0,0.6,12.0,500000,0.15,3,0.3329,0.00792,0.0051
naca0612,0.0,0.6,12.0,500000,0.15,4,0.4836,0.00911,-0.0031
naca0612,0.0,0.6,12.0,500000,0.15,5,0.6335,0.01055,-0.0117
naca0612,0.0,0.6,12.0,500000,0.15,6,0.7311,0.01191,-0.0094
naca0612,0.0,0.6,12.0,500000,0.15,7,0.8129,0.01349,-0.0035
naca0612,0.0,0.6,12.0,500000,0.15,8,0.8939,0.01527,0.0025
naca0612,0.0,0.6,12.0,500000,0.2,0,-0.0,0.00627,0.0
naca0612,0.0,0.6,12.0,500000,0.2,1,0.1059,0.00648,0.0033
naca0612,0.0,0.6,12.0,500000,0.2,2,0.2134,0.00706,0.0062
naca0612,0.0,0.6,12.0,500000,0.2,3,0.3366,0.00799,0.0052
naca0612,0.0,0.6,12.0,500000,0.2,4,0.4867,0.00919,-0.0025
naca0612,0.0,0.6,12.0,500000,0.2,5,0.6386,0.01067,-0.0111
naca0612,0.0,0.6,12.0,500000,0.2,6,0.7387,0.01209,-0.0089
naca0612,0.0,0.6,12.0,500000,0.2,7,0.8211,0.01368,-0.0026
naca0612,0.0,0.6,12.0,500000,0.2,8,0.9003,0.01569,0.0041
naca0612,0.0,0.6,12.0,500000,0.25,0,-0.0,0.00635,0.0
naca0612,0.0,0.6,12.0,500000,0.25,1,0.1073,0.00654,0.0033
naca0612,0.0,0.6,12.0,500000,0.25,2,0.2154,0.00713,0.0065
naca0612,0.0,0.6,12.0,500000,0.25,3,0.3406,0.00806,0.0055
naca0612,0.0,0.6,12.0,500000,0.25,4,0.4907,0.00931,-0.0016
naca0612,0.0,0.6,12.0,500000,0.25,5,0.6452,0.01086,-0.0102
naca0612,0.0,0.6,12.0,500000,0.25,6,0.7483,0.01238,-0.0081
naca0612,0.0,0.6,12.0,500000,0.25,7,0.8313,0.01398,-0.0014
naca0612,0.0,0.6,12.0,500000,0.25,8,0.9103,0.0161,0.0061
naca0612,0.0,0.6,12.0,500000,0.3,0,-0.0,0.00643,0.0
naca0612,0.0,0.6,12.0,500000,0.3,1,0.109,0.00663,0.0034
naca0612,0.0,0.6,12.0,500000,0.3,2,0.2188,0.0072,0.0067
naca0612,0.0,0.6,12.0,500000,0.3,3,0.3447,0.00815,0.0062
naca0612,0.0,0.6,12.0,500000,0.3,4,0.4956,0.00946,-0.0005
naca0612,0.0,0.6,12.0,500000,0.3,5,0.6536,0.01111,-0.0091
naca0612,0.0,0.6,12.0,500000,0.3,6,0.7611,0.01266,-0.0071
naca0612,0.0,0.6,12.0,500000,0.3,7,0.8419,0.01454,0.0007
naca0612,0.0,0.6,12.0,500000,0.3,8,0.9216,0.01671,0.0088
naca0614,0.0,0.6,14.0,100000,0.1,0,0.0,0.01906,-0.0
naca0614,0.0,0.6,14.0,100000,0.1,1,0.2423,0.01805,-0.0214
naca0614,0.0,0.6,14.0,100000,0.1,2,0.4278,0.01667,-0.0336
naca0614,0.0,0.6,14.0,100000,0.1,3,0.5056,0.01647,-0.0276
naca0614,0.0,0.6,14.0,100000,0.1,4,0.5868,0.01694,-0.022
naca0614,0.0,0.6,14.0,100000,0.1,5,0.6631,0.01804,-0.0156
naca0614,0.0,0.6,14.0,100000,0.1,6,0.7333,0.01989,-0.0081
naca0614,0.0,0.6,14.0,100000,0.1,7,0.8006,0.02265,-0.0004
naca0614,0.0,0.6,14.0,100000,0.1,8,0.87,0.0262,0.0068
naca0614,0.0,0.6,14.0,100000,0.15,0,-0.0003,0.01902,0.0
naca0614,0.0,0.6,14.0,100000,0.15,1,0.2379,0.01813,-0.0201
naca0614,0.0,0.6,14.0,100000,0.15,2,0.4309,0.01677,-0.0333
naca0614,0.0,0.6,14.0,100000,0.15,3,0.5099,0.01659,-0.0276
naca0614,0.0,0.6,14.0,100000,0.15,4,0.5912,0.01708,-0.0219
naca0614,0.0,0.6,14.0,100000,0.15,5,0.6674,0.01821,-0.0152
naca0614,0.0,0.6,14.0,100000,0.15,6,0.7373,0.02012,-0.0075
naca0614,0.0,0.6,14.0,100000,0.15,7,0.8049,0.02285,0.0003
naca0614,0.0,0.6,14.0,100000,0.15,8,0.8745,0.02665,0.0077
naca0614,0.0,0.6,14.0,100000,0.2,0,0.0,0.01898,-0.0
naca0614,0.0,0.6,14.0,100000,0.2,1,0.2405,0.01813,-0.0198
naca0614,0.0,0.6,14.0,100000,0.2,2,0.429,0.01696,-0.0321
naca0614,0.0,0.6,14.0,100000,0.2,3,0.516,0.01675,-0.0276
naca0614,0.0,0.6,14.0,100000,0.2,4,0.5978,0.01729,-0.0217
naca0614,0.0,0.6,14.0,100000,0.2,5,0.6735,0.01851,-0.0148
naca0614,0.0,0.6,14.0,100000,0.2,6,0.7433,0.02052,-0.0068
naca0614,0.0,0.6,14.0,100000,0.2,7,0.8105,0.02346,0.0015
naca0614,0.0,0.6,14.0,100000,0.2,8,0.8821,0.02742,0.0088
naca0614,0.0,0.6,14.0,100000,0.25,0,0.0,0.01906,-0.0
naca0614,0.0,0.6,14.0,100000,0.25,1,0.2363,0.01826,-0.0183
naca0614,0.0,0.6,14.0,100000,0.25,2,0.4259,0.01721,-0.0301
naca0614,0.0,0.6,14.0,100000,0.25,3,0.5242,0.01699,-0.0275
naca0614,0.0,0.6,14.0,100000,0.25,4,0.6062,0.01756,-0.0214
naca0614,0.0,0.6,14.0,100000,0.25,5,0.6821,0.01886,-0.0141
naca0614,0.0,0.6,14.0,100000,0.25,6,0.7511,0.02103,-0.0057
naca0614,0.0,0.6,14.0,100000,0.25,7,0.8183,0.02421,0.003
naca0614,0.0,0.6,14.0,100000,0.25,8,0.9494,0.02588,0.0033
naca0614,0.0,0.6,14.0,100000,0.3,0,0.0,0.01901,-0.0
naca0614,0.0,0.6,14.0,100000,0.3,1,0.2285,0.01839,-0.0159
naca0614,0.0,0.6,14.0,100000,0.3,2,0.4239,0.0175,-0.0281
naca0614,0.0,0.6,14.0,100000,0.3,3,0.5348,0.01729,-0.0275
naca0614,0.0,0.6,14.0,100000,0.3,4,0.617,0.01792,-0.0211
naca0614,0.0,0.6,14.0,100000,0.3,5,0.6925,0.01934,-0.0133
naca0614,0.0,0.6,14.0,100000,0.3,6,0.7607,0.02169,-0.0042
naca0614,0.0,0.6,14.0,100000,0.3,7,0.8283,0.02511,0.0049
naca0614,0.0,0.6,14.0,100000,0.3,8,0.896,0.02975,0.0138
naca0614,0.0,0.6,14.0,200000,0.1,0,0.0,0.01045,-0.0
naca0614,0.0,0.6,14.0,200000,0.1,1,0.1118,0.0108,0.0036
naca0614,0.0,0.6,14.0,200000,0.1,2,0.2458,0.01159,0.0018
naca0614,0.0,0.6,14.0,200000,0.1,3,0.4081,0.01242,-0.0076
naca0614,0.0,0.6,14.0,200000,0.1,4,0.5763,0.01315,-0.0196
naca0614,0.0,0.6,14.0,200000,0.1,5,0.6703,0.01394,-0.0176
naca0614,0.0,0.6,14.0,200000,0.1,6,0.7456,0.01526,-0.0116
naca0614,0.0,0.6,14.0,200000,0.1,7,0.8137,0.01715,-0.0041
naca0614,0.0,0.6,14.0,200000,0.1,8,0.8776,0.01952,0.0042
naca0614,0.0,0.6,14.0,200000,0.15,0,0.0,0.01047,-0.0
naca0614,0.0,0.6,14.0,200000,0.15,1,0.1123,0.01083,0.0037
naca0614,0.0,0.6,14.0,200000,0.15,2,0.2447,0.01163,0.0024
naca0614,0.0,0.6,14.0,200000,0.15,3,0.4083,0.01248,-0.0069
naca0614,0.0,0.6,14.0,200000,0.15,4,0.5781,0.01324,-0.019
naca0614,0.0,0.6,14.0,200000,0.15,5,0.6754,0.01407,-0.0174
naca0614,0.0,0.6,14.0,200000,0.15,6,0.7503,0.01545,-0.0111
naca0614,0.0,0.6,14.0,200000,0.15,7,0.8171,0.01745,-0.0032
naca0614,0.0,0.6,14.0,200000,0.15,8,0.881,0.01982,0.0053
naca0614,0.0,0.6,14.0,200000,0.2,0,0.0,0.01052,-0.0
naca0614,0.0,0.6,14.0,200000,0.2,1,0.1121,0.01086,0.0041
naca0614,0.0,0.6,14.0,200000,0.2,2,0.2431,0.01167,0.0033
naca0614,0.0,0.6,14.0,200000,0.2,3,0.4082,0.01258,-0.0059
naca0614,0.0,0.6,14.0,200000,0.2,4,0.5805,0.0134,-0.0181
naca0614,0.0,0.6,14.0,200000,0.2,5,0.6822,0.0143,-0.017
naca0614,0.0,0.6,14.0,200000,0.2,6,0.7568,0.01573,-0.0104
naca0614,0.0,0.6,14.0,200000,0.2,7,0.823,0.0178,-0.002
naca0614,0.0,0.6,14.0,200000,0.2,8,0.8844,0.02045,0.0072
naca0614,0.0,0.6,14.0,200000,0.25,0,0.0,0.01055,-0.0
naca0614,0.0,0.6,14.0,200000,0.25,1,0.1113,0.01089,0.0045
naca0614,0.0,0.6,14.0,200000,0.25,2,0.2472,0.01177,0.0034
naca0614,0.0,0.6,14.0,200000,0.25,3,0.412,0.01271,-0.0053
naca0614,0.0,0.6,14.0,200000,0.25,4,0.5837,0.0136,-0.0168
naca0614,0.0,0.6,14.0,200000,0.25,5,0.6917,0.01456,-0.0166
naca0614,0.0,0.6,14.0,200000,0.25,6,0.7647,0.01614,-0.0094
naca0614,0.0,0.6,14.0,200000,0.25,7,0.8302,0.01826,-0.0003
naca0614,0.0,0.6,14.0,200000,0.25,8,0.8914,0.02099,0.0095
naca0614,0.0,0.6,14.0,200000,0.3,0,0.0,0.01062,-0.0
naca0614,0.0,0.6,14.0,200000,0.3,1,0.1145,0.01098,0.0044
naca0614,0.0,0.6,14.0,200000,0.3,2,0.2488,0.01186,0.0041
naca0614,0.0,0.6,14.0,200000,0.3,3,0.4155,0.01287,-0.0043
naca0614,0.0,0.6,14.0,200000,0.3,4,0.5881,0.01385,-0.0153
naca0614,0.0,0.6,14.0,200000,0.3,5,0.7034,0.01492,-0.016
naca0614,0.0,0.6,14.0,200000,0.3,6,0.7755,0.0166,-0.008
naca0614,0.0,0.6,14.0,200000,0.3,7,0.9718,0.01662,-0.0287
naca0614,0.0,0.6,14.0,200000,0.3,8,0.8984,0.02176,0.0126
naca0614,0.0,0.6,14.0,300000,0.1,0,0.0,0.00833,-0.0
naca0614,0.0,0.6,14.0,300000,0.1,1,0.1047,0.00855,0.0037
naca0614,0.0,0.6,14.0,300000,0.1,2,0.2124,0.00919,0.0066
naca0614,0.0,0.6,14.0,300000,0.1,3,0.3389,0.01013,0.0049
naca0614,0.0,0.6,14.0,300000,0.1,4,0.4974,0.01119,-0.0046
naca0614,0.0,0.6,14.0,300000,0.1,5,0.6533,0.01235,-0.0144
naca0614,0.0,0.6,14.0,300000,0.1,6,0.759,0.01355,-0.0146
naca0614,0.0,0.6,14.0,300000,0.1,7,0.8311,0.01508,-0.0078
naca0614,0.0,0.6,14.0,300000,0.1,8,0.8961,0.01704,0.0005
naca0614,0.0,0.6,14.0,300000,0.15,0,0.0,0.00837,-0.0
naca0614,0.0,0.6,14.0,300000,0.15,1,0.1053,0.00859,0.0037
naca0614,0.0,0.6,14.0,300000,0.15,2,0.214,0.00923,0.0066
naca0614,0.0,0.6,14.0,300000,0.15,3,0.3392,0.01018,0.0055
naca0614,0.0,0.6,14.0,300000,0.15,4,0.4994,0.01125,-0.0041
naca0614,0.0,0.6,14.0,300000,0.15,5,0.6563,0.01245,-0.0138
naca0614,0.0,0.6,14.0,300000,0.15,6,0.764,0.01374,-0.0142
naca0614,0.0,0.6,14.0,300000,0.15,7,0.8358,0.01529,-0.007
naca0614,0.0,0.6,14.0,300000,0.15,8,0.9009,0.01724,0.0015
naca0614,0.0,0.6,14.0,300000,0.2,0,0.0,0.00842,-0.0
naca0614,0.0,0.6,14.0,300000,0.2,1,0.106,0.00865,0.0038
naca0614,0.0,0.6,14.0,300000,0.2,2,0.2157,0.0093,0.0069
naca0614,0.0,0.6,14.0,300000,0.2,3,0.3426,0.01024,0.0057
naca0614,0.0,0.6,14.0,300000,0.2,4,0.5018,0.01137,-0.0033
naca0614,0.0,0.6,14.0,300000,0.2,5,0.6604,0.01261,-0.013
naca0614,0.0,0.6,14.0,300000,0.2,6,0.7716,0.01395,-0.0136
naca0614,0.0,0.6,14.0,300000,0.2,7,0.8419,0.01567,-0.0059
naca0614,0.0,0.6,14.0,300000,0.2,8,0.9067,0.01758,0.0032
naca0614,0.0,0.6,14.0,300000,0.25,0,0.0,0.00849,-0.0
naca0614,0.0,0.6,14.0,300000,0.25,1,0.1075,0.00871,0.0039
naca0614,0.0,0.6,14.0,300000,0.25,2,0.2176,0.00935,0.0072
naca0614,0.0,0.6,14.0,300000,0.25,3,0.3468,0.01035,0.0061
naca0614,0.0,0.6,14.0,300000,0.25,4,0.5051,0.01149,-0.0022
naca0614,0.0,0.6,14.0,300000,0.25,5,0.6658,0.01282,-0.0118
naca0614,0.0,0.6,14.0,300000,0.25,6,0.7808,0.01431,-0.0128
naca0614,0.0,0.6,14.0,300000,0.25,7,0.8508,0.01598,-0.0044
naca0614,0.0,0.6,14.0,300000,0.25,8,1.1071,0.01598,-0.0205
naca0614,0.0,0.6,14.0,300000,0.3,0,0.0,0.0086,-0.0
naca0614,0.0,0.6,14.0,300000,0.3,1,0.1092,0.00882,0.004
naca0614,0.0,0.6,14.0,300000,0.3,2,0.2191,0.00944,0.0078
naca0614,0.0,0.6,14.0,300000,0.3,3,0.3501,0.01045,0.0069
naca0614,0.0,0.6,14.0,300000,0.3,4,0.5087,0.01167,-0.0007
naca0614,0.0,0.6,14.0,300000,0.3,5,0.6735,0.01309,-0.0104
naca0614,0.0,0.6,14.0,300000,0.3,6,0.7936,0.01465,-0.0117
naca0614,0.0,0.6,14.0,300000,0.3,7,0.859,0.0166,-0.002
naca0614,0.0,0.6,14.0,300000,0.3,8,0.9184,0.01884,0.0091
naca0614,0.0,0.6,14.0,400000,0.1,0,0.0,0.00744,-0.0
naca0614,0.0,0.6,14.0,400000,0.1,1,0.105,0.00759,0.0029
naca0614,0.0,0.6,14.0,400000,0.1,2,0.2102,0.00806,0.0059
naca0614,0.0,0.6,14.0,400000,0.1,3,0.3198,0.00884,0.0077
naca0614,0.0,0.6,14.0,400000,0.1,4,0.4527,0.00989,0.0039
naca0614,0.0,0.6,14.0,400000,0.1,5,0.6068,0.01112,-0.0053
naca0614,0.0,0.6,14.0,400000,0.1,6,0.7526,0.01253,-0.0132
naca0614,0.0,0.6,14.0,400000,0.1,7,0.8444,0.0139,-0.0105
naca0614,0.0,0.6,14.0,400000,0.1,8,0.9126,0.01555,-0.0027
naca0614,0.0,0.6,14.0,400000,0.15,0,0.0,0.00749,-0.0
naca0614,0.0,0.6,14.0,400000,0.15,1,0.1058,0.00763,0.003
naca0614,0.0,0.6,14.0,400000,0.15,2,0.2115,0.0081,0.006
naca0614,0.0,0.6,14.0,400000,0.15,3,0.3211,0.00888,0.008
naca0614,0.0,0.6,14.0,400000,0.15,4,0.4541,0.00994,0.0045
naca0614,0.0,0.6,14.0,400000,0.15,5,0.6096,0.01122,-0.0048
naca0614,0.0,0.6,14.0,400000,0.15,6,0.7616,0.0127,-0.0138
naca0614,0.0,0.6,14.0,400000,0.15,7,0.8494,0.01411,-0.0098
naca0614,0.0,0.6,14.0,400000,0.15,8,0.9179,0.01572,-0.0017
naca0614,0.0,0.6,14.0,400000,0.2,0,0.0,0.00755,-0.0
naca0614,0.0,0.6,14.0,400000,0.2,1,0.1067,0.00771,0.003
naca0614,0.0,0.6,14.0,400000,0.2,2,0.213,0.00817,0.0062
naca0614,0.0,0.6,14.0,400000,0.2,3,0.3228,0.00894,0.0085
naca0614,0.0,0.6,14.0,400000,0.2,4,0.4575,0.01004,0.005
naca0614,0.0,0.6,14.0,400000,0.2,5,0.6138,0.01134,-0.0039
naca0614,0.0,0.6,14.0,400000,0.2,6,0.768,0.01286,-0.0129
naca0614,0.0,0.6,14.0,400000,0.2,7,0.8568,0.01437,-0.0088
naca0614,0.0,0.6,14.0,400000,0.2,8,1.0365,0.01476,-0.0188
naca0614,0.0,0.6,14.0,400000,0.25,0,0.0,0.00762,-0.0
naca0614,0.0,0.6,14.0,400000,0.25,1,0.1081,0.00777,0.0031
naca0614,0.0,0.6,14.0,400000,0.25,2,0.2161,0.00823,0.0063
naca0614,0.0,0.6,14.0,400000,0.25,3,0.3279,0.00903,0.0087
naca0614,0.0,0.6,14.0,400000,0.25,4,0.4637,0.01014,0.0054
naca0614,0.0,0.6,14.0,400000,0.25,5,0.6189,0.01153,-0.0028
naca0614,0.0,0.6,14.0,400000,0.25,6,0.7758,0.01315,-0.0117
naca0614,0.0,0.6,14.0,400000,0.25,7,0.8666,0.0147,-0.0074
naca0614,0.0,0.6,14.0,400000,0.25,8,0.9301,0.0166,0.0024
naca0614,0.0,0.6,14.0,400000,0.3,0,0.0,0.00774,-0.0
naca0614,0.0,0.6,14.0,400000,0.3,1,0.1098,0.00788,0.0032
naca0614,0.0,0.6,14.0,400000,0.3,2,0.2197,0.00834,0.0065
naca0614,0.0,0.6,14.0,400000,0.3,3,0.3333,0.00914,0.009
naca0614,0.0,0.6,14.0,400000,0.3,4,0.4693,0.01029,0.0064
naca0614,0.0,0.6,14.0,400000,0.3,5,0.6258,0.01173,-0.0013
naca0614,0.0,0.6,14.0,400000,0.3,6,0.7861,0.01348,-0.0102
naca0614,0.0,0.6,14.0,400000,0.3,7,0.8774,0.0152,-0.0054
naca0614,0.0,0.6,14.0,400000,0.3,8,0.9395,0.01712,0.0055
naca0614,0.0,0.6,14.0,500000,0.1,0,0.0,0.00696,-0.0
naca0614,0.0,0.6,14.0,500000,0.1,1,0.1058,0.00708,0.0024
naca0614,0.0,0.6,14.0,500000,0.1,2,0.2114,0.00745,0.0049
naca0614,0.0,0.6,14.0,500000,0.1,3,0.3174,0.00811,0.0073
naca0614,0.0,0.6,14.0,500000,0.1,4,0.436,0.00904,0.0067
naca0614,0.0,0.6,14.0,500000,0.1,5,0.5787,0.01026,0.0001
naca0614,0.0,0.6,14.0,500000,0.1,6,0.7242,0.01168,-0.0076
naca0614,0.0,0.6,14.0,500000,0.1,7,0.8544,0.01312,-0.0125
